id,type,size,entropy,variance,label
0,0,250983,7.997557052137226,0.011179546675550094,0
1,0,2276856,7.999487030213116,0.007210391155323573,0
2,0,9256274,7.999634615585812,0.007552181359935904,0
3,0,15017786,7.999872232135262,0.007843342136197744,0
4,0,3592122,7.9993751445721095,0.008650588670516123,0
5,0,1186296,7.9994046225608715,0.008311238980069323,0
6,0,41487319,7.999827470605325,0.008172753043147423,0
7,0,1766761,7.99862365929263,0.008896579602554112,0
8,0,3223012,7.999451728734896,0.008607129660004988,0
9,0,16038102,7.999693963990301,0.008767263618511146,0
10,0,862835,7.998275513688661,0.011484094614795824,0
11,0,394674,7.998795175803928,0.005805791401055316,0
12,0,17897398,7.999451485601075,0.007177856068022602,0
13,0,6189422,7.9996153463553865,0.007322938330715484,0
14,0,546594,7.9983474182412975,0.004665136865946416,0
15,0,435037,7.997848827081515,0.008003623432728302,0
16,0,272496,7.997940589027607,0.02777609767442355,0
17,0,9942717,7.999733495483857,0.007866823928578822,0
18,0,889531,7.999535687015638,0.00799654400246979,0
19,0,3247476,7.999567312975477,0.004925770580883487,0
20,0,7954858,7.999536030621338,0.007957287095422488,0
21,0,2359715,7.99871065363927,0.00902594370561452,0
22,0,8210693,7.9994533164737955,0.006233437492550407,0
23,0,7329481,7.999426432530466,0.006589367765365769,0
24,0,4997554,7.999608486151094,0.006456785305203128,0
25,0,896026,7.99754950983375,0.007990818682568044,0
26,0,357212,7.998923746546076,0.005746107732429239,0
27,0,4704293,7.9995851285621375,0.016036871827786795,0
28,0,3183553,7.998832949973224,0.007120835528913878,0
29,0,164927,7.996321810834165,0.004214503604798403,0
30,0,2831760,7.999426637279093,0.0059090711746168185,0
31,0,4882170,7.999807505307261,0.004335466825477178,0
32,0,366322,7.998446480648113,0.005363072484677328,0
33,0,2192134,7.9982975341401,0.007372385956512094,0
34,0,5528055,7.999736776506795,0.00457563092995929,0
35,0,109631,7.996523439756731,0.003400318463111122,0
36,0,185367,7.998052032585121,0.0038978827035643267,0
37,0,5890228,7.9995550245279246,0.011286951322972742,0
38,0,888960,7.999538809325897,0.012711714189983545,0
39,0,4375384,7.999631892487705,0.005874528347983806,0
40,0,716644,7.9988909393615515,0.008326199428873077,0
41,0,4175921,7.999479250811151,0.01359891563349704,0
42,0,620804,7.996236400418714,0.01349456193440055,0
43,0,85415,7.9969265772747224,0.0014830808664609697,0
44,0,2662184,7.998867820447075,0.026449454659782837,0
45,0,9873278,7.999830061359369,0.007970888668962969,0
46,0,6838904,7.999739045066208,0.007496891709267364,0
47,0,232017,7.998512347944377,0.008230626561704342,0
48,0,641999,7.998936442596394,0.006321883976465872,0
49,0,3893232,7.998648835375298,0.005336179237622542,0
50,0,4578181,7.999604799459219,0.0058905812159678874,0
51,0,2526171,7.999548110231349,0.006578627991846273,0
52,0,2556024,7.9995708566512125,0.007290298188865683,0
53,0,944179,7.999047849107648,0.02871612879589395,0
54,0,1369994,7.997727676259482,0.010263008587139726,0
55,0,7962867,7.999493946620063,0.009627569438040723,0
56,0,857261,7.996818219061255,0.004479058613426716,0
57,0,2443591,7.999142032232066,0.009173002944395152,0
58,0,746417,7.999057904449507,0.006364112314515633,0
59,0,73817,7.996591204890134,0.12046558146247519,0
60,0,13440143,7.999863884663962,0.0065385556193695215,0
61,0,2022774,7.999664853410691,0.005862419653016425,0
62,0,2474122,7.999592425211506,0.008254983471466804,0
63,0,6963883,7.999863686339855,0.004615248665412251,0
64,0,2102622,7.999457417697829,0.0033664378216526204,0
65,0,5235293,7.99983400881319,0.00579113239890239,0
66,0,8654731,7.999672783503734,0.015499080607757064,0
67,0,201442,7.9985545579585455,0.005239101931057772,0
68,0,815000,7.998133262708612,0.012285877642019213,0
69,0,4119455,7.999748247940901,0.008520508614173215,0
70,0,11736586,7.999552131426781,0.014814475295233637,0
71,0,916076,7.9987029804387975,0.006644739912775186,0
72,0,406611,7.996909082213855,0.005946388168293566,0
73,0,10487217,7.998673337180975,0.008974120673156111,0
74,0,3118735,7.998552356032274,0.005619814392446857,0
75,0,1874323,7.999553234207313,0.006417599113952202,0
76,0,955857,7.998277057957715,0.00800825785073066,0
77,0,154341,7.998213294807355,0.0032748615324429643,0
78,0,1207852,7.998286851593606,0.006695747114170373,0
79,0,5286989,7.999738072403236,0.009352478358770835,0
80,0,2316601,7.999642092593698,0.0049140093210338935,0
81,0,4422592,7.99975217319659,0.007267079678354694,0
82,0,445777,7.999228797817844,0.003816538669912871,0
83,0,8558152,7.999615109373148,0.00845504800979593,0
84,0,5611090,7.999657852875878,0.005781223071080046,0
85,0,11632342,7.999788338274016,0.006916006844415364,0
86,0,1754524,7.999221909070741,0.004083199655750979,0
87,0,21092956,7.9997925666785585,0.006045884575744538,0
88,0,970535,7.9988097556168425,0.016721674092832976,0
89,0,1620057,7.999547283189473,0.011422497690731481,0
90,0,6894152,7.999630244497298,0.007264002668296758,0
91,0,1203730,7.998859925076723,0.007773521001162416,0
92,0,142863,7.998130000664043,0.003667365725524819,0
93,0,11901341,7.999064307412961,0.01661030980932933,0
94,0,12129064,7.999657491683603,0.008957856158486892,0
95,0,9536984,7.99949322056251,0.007769129893169534,0
96,0,8197910,7.999657258596324,0.005685075627168991,0
97,0,3033368,7.999577439408069,0.009037472823419974,0
98,0,2814928,7.999606530070187,0.005611899691408621,0
99,0,1376334,7.997686938142448,0.025022907378435832,0
100,0,244056,7.999285492617326,0.0036377051395140273,0
101,0,2246857,7.999924401356151,0.0013289866279530228,0
102,0,9075481,7.999981348697708,7.350273197580205e-05,0
103,0,14690601,7.999987527617273,0.00014121125453403401,0
104,0,3426905,7.999938981508361,0.0001149415937916089,0
105,0,1168296,7.999845797164925,9.267075429567466e-05,0
106,0,40488953,7.999995722092564,6.692510022141548e-05,0
107,0,1588040,7.999878299236694,0.00012049829032232202,0
108,0,3123737,7.999936896204864,0.00015517276252833594,0
109,0,15769225,7.999989164080282,6.991276809608862e-05,0
110,0,830408,7.999798316551273,0.00010494819478982533,0
111,0,385640,7.999469520299101,0.0004653906860699774,0
112,0,17459801,7.999990633323535,7.632093996855872e-05,0
113,0,6091673,7.99997030733887,7.795362765531428e-05,0
114,0,538088,7.999656522095007,7.036932712117576e-05,0
115,0,420856,7.999565403700081,9.736376898650334e-05,0
116,0,262392,7.999256929060998,0.008699709253849362,0
117,0,8831305,7.999980251770482,0.0001582864873831121,0
118,0,880008,7.999766939743423,7.623710053314987e-05,0
119,0,3206633,7.999941891774495,7.05393606949463e-05,0
120,0,6786585,7.999967117946031,6.749694715340859e-05,0
121,0,2213641,7.9999261960667,7.140587540786134e-05,0
122,0,7968521,7.99997338779635,6.696451447482047e-05,0
123,0,7168809,7.999978526581266,7.697636940702715e-05,0
124,0,4758617,7.999963625748188,7.188346879267535e-05,0
125,0,869656,7.999789678457318,8.727110976946875e-05,0
126,0,342904,7.9995727164272035,0.00016177564807577486,0
127,0,4618809,7.999955811991652,9.688822326942168e-05,0
128,0,2985705,7.999930108657135,6.87175550928046e-05,0
129,0,157096,7.998732399985839,0.00010471412225121981,0
130,0,2713721,7.999939744712966,0.0025068631748144275,0
131,0,4821593,7.99996125571224,0.0001018082650173501,0
132,0,357736,7.999527962411151,6.644401037245644e-05,0
133,0,2094808,7.999894325581439,6.477713020083814e-05,0
134,0,5469225,7.999964291744099,7.094426592995315e-05,0
135,0,106808,7.998364999786447,0.008863017306199624,0
136,0,181608,7.99890397784303,8.040209048118573e-05,0
137,0,5778681,7.999967549784599,7.00051545655707e-05,0
138,0,874408,7.999803825154939,6.868164071849921e-05,0
139,0,4217801,7.999961268238987,7.558068656218005e-05,0
140,0,700872,7.9997510202694535,0.000584001107587837,0
141,0,4099593,7.999953742436095,6.58608993889183e-05,0
142,0,589240,7.999664377719006,7.156212527992492e-05,0
143,0,84456,7.997749669814932,0.003731733512819584,0
144,0,2548169,7.999925952503024,0.00023883470029513937,0
145,0,9798345,7.99998097447043,7.836274082209435e-05,0
146,0,6765929,7.999970183321887,6.407756820130175e-05,0
147,0,225208,7.999306650157722,7.487828298062058e-05,0
148,0,624696,7.999696727756063,0.03622974817033619,0
149,0,3716329,7.999954701191506,7.182271953438514e-05,0
150,0,4459449,7.999958552672583,7.315448791409591e-05,0
151,0,2489609,7.999942043786573,7.33387273079541e-05,0
152,0,2527305,7.999928910961845,0.005695918257158186,0
153,0,891576,7.999763267915036,0.0002551092395843942,0
154,0,1311976,7.999845292280144,8.04840015995182e-05,0
155,0,7656537,7.99997419459513,7.007541256131483e-05,0
156,0,721240,7.9997614603137395,0.0014140642596890982,0
157,0,2282841,7.9999185694920625,6.871933906541495e-05,0
158,0,731320,7.999719109394687,0.004039783567632827,0
159,0,69480,7.996883252675461,6.746384022301111e-05,0
160,0,10317225,7.999984574570597,6.725995745463425e-05,0
161,0,1971816,7.9999182796420785,6.880407562141188e-05,0
162,0,2466297,7.999924709907773,0.00019138298820321615,0
163,0,6992537,7.999973368182621,8.520488419361853e-05,0
164,0,2075624,7.999909019898989,7.723734923721865e-05,0
165,0,4376793,7.999955572458742,0.0005333586563097952,0
166,0,7796281,7.999976603617479,6.531034996062761e-05,0
167,0,197224,7.999164209612269,0.0006223818348628441,0
168,0,786184,7.999756508058762,6.689879602113325e-05,0
169,0,4116777,7.999953511894258,0.0003807745163987138,0
170,0,10954233,7.999982818147741,6.63084010118874e-05,0
171,0,899416,7.999823433446742,0.0010781222136750463,0
172,0,368664,7.99951321305773,0.10177601706300053,0
173,0,9290777,7.999975281335118,6.859150193170558e-05,0
174,0,2295337,7.999924452454615,6.577034984287794e-05,0
175,0,1821544,7.999901466882537,0.00011154036122840483,0
176,0,923208,7.999822672434136,7.669528190409288e-05,0
177,0,153272,7.998895708101961,6.439266735637435e-05,0
178,0,1142360,7.999830534955192,6.858068719467665e-05,0
179,0,4563577,7.999956398437536,9.391218632048865e-05,0
180,0,2291401,7.999910495992716,7.361777522202704e-05,0
181,0,4375785,7.999957327179167,7.157586819510677e-05,0
182,0,434888,7.999595662546442,0.0002660117800874824,0
